,Problem.,Description,Etiqueta,Fecha,Month,Year,Locacion,CON_TRAMPA,BTN_VIVO,BTN_PERF,BTN_SECO,NUM_INFLOR,NUM_FLOR,NUM_RFV,NUM_FV,NUM_RFM,NUM_FM,NUM_RAC_SECO,COD_VIEJO,Notas,X,month_year,cat DELETE,count DELETE
6834,y,Missing previous two months of data,167,12-Dec-12,DEC,2012,SP 850 E 10m,SI,2,0,2,0,0,1,c,0,0,0,0,,,12-Dec,yMissing previous two months of data16741255DEC2012SP 850 E 10mSI202001c000043811,1
6835,y,Missing previous two months of data,197,12-Dec-12,DEC,2012,SP1300 O 38m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data19741255DEC2012SP1300 O 38mNO0000000000043811,1
6836,y,Missing previous two months of data,199,12-Dec-12,DEC,2012,SP1350 O 40m,NO,0,0,0,1,e,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data19941255DEC2012SP1350 O 40mNO0001e00000043811,1
6837,y,Missing previous two months of data,200,12-Dec-12,DEC,2012,SP1350 S 35m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data20041255DEC2012SP1350 S 35mNO0000000000043811,1
6838,y,Missing previous two months of data,204,12-Dec-12,DEC,2012,SP1360 ,NO,0,0,2,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data20441255DEC2012SP1360 NO0020000000043811,1
6839,y,Missing previous two months of data,205,12-Dec-12,DEC,2012,SP1350,NO,0,1,1,0,0,1,e,0,0,1,0,,,12-Dec,yMissing previous two months of data20541255DEC2012SP1350NO011001e001043811,1
6840,y,Missing previous two months of data,207,12-Dec-12,DEC,2012,SP1300,SI,0,0,3,1,e,0,0,0,0,0,472,,,12-Dec,yMissing previous two months of data20741255DEC2012SP1300SI0031e0000047243811,1
6841,y,Missing previous two months of data,250,12-Dec-12,DEC,2012,SP2020 50w,SI,0,0,0,0,0,2,e,0,0,0,0,,,12-Dec,yMissing previous two months of data25041255DEC2012SP2020 50wSI000002e000043811,1
6842,y,Missing previous two months of data,252,12-Dec-12,DEC,2012,SP2000 A15M DEL SENDERO,NO,0,0,1,0,0,1,e,0,0,0,0,DIFICIL VER POR FICUS,,12-Dec,yMissing previous two months of data25241255DEC2012SP2000 A15M DEL SENDERONO001001e0000DIFICIL VER POR FICUS43811,1
6843,y,Missing previous two months of data,253,12-Dec-12,DEC,2012,SP2000 A15M DEL SENDERO,NO,0,0,0,0,0,0,0,0,0,0,0,DIFICIL VER POR FICUS,,12-Dec,yMissing previous two months of data25341255DEC2012SP2000 A15M DEL SENDERONO00000000000DIFICIL VER POR FICUS43811,1
6844,y,Missing previous two months of data,254,12-Dec-12,DEC,2012,SP2000,SI,1,0,1,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data25441255DEC2012SP2000SI1010000000043811,1
6845,y,Missing previous two months of data,272,12-Dec-12,DEC,2012,SP2100 E20M,SI,1,0,0,0,0,0,0,0,0,1,0,,,12-Dec,yMissing previous two months of data27241255DEC2012SP2100 E20MSI1000000001043811,1
6846,y,Missing previous two months of data,397,12-Dec-12,DEC,2012,SP 800 25mw,NO,0,0,2,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data39741255DEC2012SP 800 25mwNO0020000000043811,1
6847,y,Missing previous two months of data,399,12-Dec-12,DEC,2012,SP 900 20mN,NO,0,0,0,0,0,0,0,0,0,2,0,,,12-Dec,yMissing previous two months of data39941255DEC2012SP 900 20mNNO0000000002043811,1
6848,y,No inflor recorded; missing previous two months of data,249,12-Dec-12,DEC,2012,SP2020 50w,NO,0,0,1,0,0,2,e,0,0,2,0,,,12-Dec,yNo inflor recorded; missing previous two months of data24941255DEC2012SP2020 50wNO001002e002043811,1
6849,y,No inflor recorded; missing two previous months of data,251,12-Dec-12,DEC,2012,SP2000 50w,SI,0,0,1,0,0,1,d,0,0,3,0,,,12-Dec,yNo inflor recorded; missing two previous months of data25141255DEC2012SP2000 50wSI001001d003043811,1
6850,y,Missing previous two months of data,121,16-Dec-12,DEC,2012,SP350 W10m,SI,1,0,0,0,0,0,0,0,0,0,326,,,12-Dec,yMissing previous two months of data12141259DEC2012SP350 W10mSI100000000032643811,1
6851,y,Missing previous two months of data,279,16-Dec-12,DEC,2012,CARRETERA DOGOLA250 NE5m,SI,1,0,2,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data27941259DEC2012CARRETERA DOGOLA250 NE5mSI1020000000043811,1
6852,y,Missing previous two months of data,280,16-Dec-12,DEC,2012,CARRETERA DOGOLA300 NW15m,NO,1,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data28041259DEC2012CARRETERA DOGOLA300 NW15mNO1000000000043811,1
6853,y,Missing previous two months of data,281,16-Dec-12,DEC,2012,SC70 E5m,NO,0,2,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data28141259DEC2012SC70 E5mNO0200000000043811,1
6854,y,Missing previous two months of data,282,16-Dec-12,DEC,2012,SC70 E5m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data28241259DEC2012SC70 E5mNO0000000000043811,1
6855,y,Missing previous two months of data,283,16-Dec-12,DEC,2012,SC70 E5m,NO,0,1,1,1,e,0,0,0,0,0,556,,,12-Dec,yMissing previous two months of data28341259DEC2012SC70 E5mNO0111e0000055643811,1
6856,y,Missing previous two months of data,285,16-Dec-12,DEC,2012,SC600 SE120m,SI,1,0,1,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data28541259DEC2012SC600 SE120mSI1010000000043811,1
6857,y,Missing previous two months of data,286,16-Dec-12,DEC,2012,SP600 NW100m,SI,0,1,1,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data28641259DEC2012SP600 NW100mSI0110000000043811,1
6858,y,Missing previous two months of data,289,16-Dec-12,DEC,2012,SP600 NW100m,SI,0,0,2,0,0,2,f,0,0,0,0,,,12-Dec,yMissing previous two months of data28941259DEC2012SP600 NW100mSI002002f000043811,1
6859,y,Missing previous two months of data,292,16-Dec-12,DEC,2012,SP480 NW80m,NO,0,1,1,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data29241259DEC2012SP480 NW80mNO0110000000043811,1
6860,y,Missing previous two months of data,293,16-Dec-12,DEC,2012,SP350 W80,NO,1,0,0,0,0,2,e,0,0,0,0,,,12-Dec,yMissing previous two months of data29341259DEC2012SP350 W80NO100002e000043811,1
6861,y,Missing previous two months of data,384,16-Dec-12,DEC,2012,SC400 E80m,SI,1,0,0,0,0,0,0,0,0,2,0,,,12-Dec,yMissing previous two months of data38441259DEC2012SC400 E80mSI1000000002043811,1
6862,y,Missing previous two months of data,385,16-Dec-12,DEC,2012,SC400 W40m,SI,2,0,0,0,0,0,0,0,0,0,0,UN BOTON ESTABA TAPADO CON UNA HOJA ,,12-Dec,yMissing previous two months of data38541259DEC2012SC400 W40mSI20000000000UN BOTON ESTABA TAPADO CON UNA HOJA 43811,1
6863,y,Missing previous two months of data,386,16-Dec-12,DEC,2012,SC500 W30m,SI,0,1,1,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data38641259DEC2012SC500 W30mSI0110000000043811,1
6864,y,Missing previous two months of data,389,16-Dec-12,DEC,2012,SC900 NE250,NO,0,0,0,0,0,0,0,0,0,1,0,,,12-Dec,yMissing previous two months of data38941259DEC2012SC900 NE250NO0000000001043811,1
6865,y,Missing previous two months of data,394,16-Dec-12,DEC,2012,SC950 E5,SI,0,0,2,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data39441259DEC2012SC950 E5SI0020000000043811,1
6866,y,Missing previous two months of data,408,16-Dec-12,DEC,2012,SC 900 210m AL E limite,SI,0,0,0,0,0,2,e,0,0,0,0,,,12-Dec,yMissing previous two months of data40841259DEC2012SC 900 210m AL E limiteSI000002e000043811,1
6867,y,Missing previous two months of data,447,16-Dec-12,DEC,2012,SP480 NW80m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data44741259DEC2012SP480 NW80mNO0000000000043811,1
6868,y,Missing previous two months of data,156,17-Dec-12,DEC,2012,SP 750 E 10m ,SI,0,0,1,0,0,1,e,0,0,0,405,,,12-Dec,yMissing previous two months of data15641260DEC2012SP 750 E 10m SI001001e00040543811,1
6869,y,Missing previous two months of data,157,17-Dec-12,DEC,2012,SP 750 E 5m,SI,0,0,4,0,0,0,0,0,0,0,402,UN BOTON ESTABA TAPADO CON UNA HOJA ,,12-Dec,yMissing previous two months of data15741260DEC2012SP 750 E 5mSI0040000000402UN BOTON ESTABA TAPADO CON UNA HOJA 43811,1
6870,y,Missing previous two months of data,256,17-Dec-12,DEC,2012,SP1980,SI,1,0,1,0,0,0,0,0,0,1,0,,,12-Dec,yMissing previous two months of data25641260DEC2012SP1980SI1010000001043811,1
6871,y,Missing previous two months of data,269,17-Dec-12,DEC,2012,CARRETERO YECITA 100 30m E,SI,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data26941260DEC2012CARRETERO YECITA 100 30m ESI0000000000043811,1
6872,y,Missing previous two months of data,271,17-Dec-12,DEC,2012,CARRETERA DOGOLA,SI,0,1,0,0,0,0,0,0,0,0,0,SE A CAIDO TODO LO QUE TENIA DOS MESES ATRAS,,12-Dec,yMissing previous two months of data27141260DEC2012CARRETERA DOGOLASI01000000000SE A CAIDO TODO LO QUE TENIA DOS MESES ATRAS43811,1
6873,y,Missing previous two months of data,403,17-Dec-12,DEC,2012,SP 1050 175 m AL N,NO,0,0,2,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data40341260DEC2012SP 1050 175 m AL NNO0020000000043811,1
6874,y,Missing previous two months of data,404,17-Dec-12,DEC,2012,SP 1000 175 m AL N,NO,0,0,0,1,e,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data40441260DEC2012SP 1000 175 m AL NNO0001e00000043811,1
6875,y,Missing previous two months of data,405,17-Dec-12,DEC,2012,SP 1100 150 m AL N,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data40541260DEC2012SP 1100 150 m AL NNO0000000000043811,1
6876,y,Missing previous two months of data,406,17-Dec-12,DEC,2012,SP 1100 150 m AL N,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data40641260DEC2012SP 1100 150 m AL NNO0000000000043811,1
6877,y,Missing previous two months of data,413,17-Dec-12,DEC,2012,SP 1050 170 m AL N,NO,0,0,1,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data41341260DEC2012SP 1050 170 m AL NNO0010000000043811,1
6878,y,Missing previous two months of data,417,17-Dec-12,DEC,2012,SP 1000 150 AL N,NO,0,0,2,0,0,0,0,0,0,1,0,,,12-Dec,yMissing previous two months of data41741260DEC2012SP 1000 150 AL NNO0020000001043811,1
6879,y,Missing previous two months of data,418,17-Dec-12,DEC,2012,SX 1000 200m AL W/ SP 1350 300m AL N,SI,0,0,2,0,0,0,0,0,0,0,0,UN BOTON ESTABA TAPADO CON UNA HOJA,,12-Dec,yMissing previous two months of data41841260DEC2012SX 1000 200m AL W/ SP 1350 300m AL NSI00200000000UN BOTON ESTABA TAPADO CON UNA HOJA43811,1
6880,y,Missing previous two months of data,423,17-Dec-12,DEC,2012,SP400 NW20m,SI,0,0,1,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data42341260DEC2012SP400 NW20mSI0010000000043811,1
6881,y,Missing previous two months of data,439,17-Dec-12,DEC,2012,SP1300 NE135m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data43941260DEC2012SP1300 NE135mNO0000000000043811,1
6882,y,Missing previous two months of data,441,17-Dec-12,DEC,2012,SP1300 N 150m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data44141260DEC2012SP1300 N 150mNO0000000000043811,1
6883,y,Missing previous two months of data,445,17-Dec-12,DEC,2012,SP1300 N 180m,SI,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data44541260DEC2012SP1300 N 180mSI0000000000043811,1
6884,y,Missing previous two months of data,446,17-Dec-12,DEC,2012,SP1300 N 190m,SI,0,0,0,0,0,0,0,0,0,0,0,,,12-Dec,yMissing previous two months of data44641260DEC2012SP1300 N 190mSI0000000000043811,1
6885,y,No bract recorded; missing previous months data,258,17-Dec-12,DEC,2012,SP 400 50ME,NO,0,0,1,1,e,0,0,0,0,0,0,LOS BOTONES ESTABAN TAPADOS CON HOJAS Y HEPIFITAS,,12-Dec,yNo bract recorded; missing previous months data25841260DEC2012SP 400 50MENO0011e000000LOS BOTONES ESTABAN TAPADOS CON HOJAS Y HEPIFITAS43811,1
6886,,,7,25-Jan-13,JAN,2013,SH910 15ME.W,NO,0,0,0,0,0,0,0,0,0,0,734,,,13-Jan,741299JAN2013SH910 15ME.WNO000000000073443478,1
6887,,,8,25-Jan-13,JAN,2013,SH910 15ME.W,NO,0,0,1,0,0,1,e,0,0,0,735,,,13-Jan,841299JAN2013SH910 15ME.WNO001001e00073543478,1
6888,,,9,25-Jan-13,JAN,2013,SH930 40ME.W,NO,0,0,3,0,0,0,0,0,0,1,0,,,13-Jan,941299JAN2013SH930 40ME.WNO0030000001043478,1
6889,,,10,25-Jan-13,JAN,2013,SH950 40ME.W,NO,0,0,1,0,0,0,0,0,0,0,0,,,13-Jan,1041299JAN2013SH950 40ME.WNO0010000000043478,1
6890,,,18,25-Jan-13,JAN,2013,SH850 100ME.W,NO,1,0,2,0,0,0,0,0,0,1,0,,,13-Jan,1841299JAN2013SH850 100ME.WNO1020000001043478,1
6891,,,19,25-Jan-13,JAN,2013,SH850 50ME.W,NO,0,0,0,1,e,0,0,0,0,3,0,,,13-Jan,1941299JAN2013SH850 50ME.WNO0001e00003043478,1
6892,,,20,25-Jan-13,JAN,2013,SH830 25ME.E,NO,0,0,3,0,0,0,0,0,0,0,0,,,13-Jan,2041299JAN2013SH830 25ME.ENO0030000000043478,1
6893,,,23,25-Jan-13,JAN,2013,SH830 30ME.W,NO,1,0,0,1,e,0,0,0,0,0,0,UN BOTON ESTABA TAPADO CON UNA HOJA,,13-Jan,2341299JAN2013SH830 30ME.WNO1001e000000UN BOTON ESTABA TAPADO CON UNA HOJA43478,1
6894,,,24,25-Jan-13,JAN,2013,SH830 45ME.W,NO,0,0,3,0,0,0,0,0,0,0,0,,,13-Jan,2441299JAN2013SH830 45ME.WNO0030000000043478,1
6895,,,25,25-Jan-13,JAN,2013,SH820 45ME.W,NO,0,1,0,0,0,1,e,0,0,0,0,,,13-Jan,2541299JAN2013SH820 45ME.WNO010001e000043478,1
6896,,,26,25-Jan-13,JAN,2013,SH830 230ME.W,NO,0,1,1,0,0,0,0,0,0,1,0,,,13-Jan,2641299JAN2013SH830 230ME.WNO0110000001043478,1
6897,,,28,25-Jan-13,JAN,2013,SH820 210ME.W,NO,0,0,4,0,0,0,0,0,0,0,0,,,13-Jan,2841299JAN2013SH820 210ME.WNO0040000000043478,1
6898,,,29,25-Jan-13,JAN,2013,SH810 215ME.W,NO,0,0,1,0,0,0,0,0,0,0,0,,,13-Jan,2941299JAN2013SH810 215ME.WNO0010000000043478,1
6899,,,31,25-Jan-13,JAN,2013,SH800 190ME.W,NO,1,0,0,0,0,2,e,0,0,1,0,,,13-Jan,3141299JAN2013SH800 190ME.WNO100002e001043478,1
6900,,,32,25-Jan-13,JAN,2013,SH800 160ME.W,NO,1,1,0,0,0,0,0,0,0,1,0,,,13-Jan,3241299JAN2013SH800 160ME.WNO1100000001043478,1
6901,,,33,25-Jan-13,JAN,2013,SH800 140ME.W,NO,0,1,1,0,0,0,0,0,0,1,0,,,13-Jan,3341299JAN2013SH800 140ME.WNO0110000001043478,1
6902,,,34,25-Jan-13,JAN,2013,SH800 140ME.W,NO,0,0,3,0,0,0,0,0,0,0,0,,,13-Jan,3441299JAN2013SH800 140ME.WNO0030000000043478,1
6903,,,35,25-Jan-13,JAN,2013,SH800 130ME.W,NO,0,1,0,0,0,0,0,0,0,0,0,,,13-Jan,3541299JAN2013SH800 130ME.WNO0100000000043478,1
6904,,,36,25-Jan-13,JAN,2013,SH800 40ME.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,3641299JAN2013SH800 40ME.WNO0000000000043478,1
6905,,,37,25-Jan-13,JAN,2013,SH800 35ME.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,3741299JAN2013SH800 35ME.WNO0000000000043478,1
6906,,,38,25-Jan-13,JAN,2013,SH790 10ME.E,NO,1,0,0,0,0,1,c,0,0,0,715,CON MUCHOS FRUTOS EN EL SUELO ,,13-Jan,3841299JAN2013SH790 10ME.ENO100001c000715CON MUCHOS FRUTOS EN EL SUELO 43478,1
6907,,,39,25-Jan-13,JAN,2013,SH790 12ME.E,NO,0,0,2,0,0,0,0,0,0,0,716,,,13-Jan,3941299JAN2013SH790 12ME.ENO002000000071643478,1
6908,,,40,25-Jan-13,JAN,2013,SH1900 40ME.E,NO,1,0,0,0,0,0,0,0,0,0,0,,,13-Jan,4041299JAN2013SH1900 40ME.ENO1000000000043478,1
6909,,,41,25-Jan-13,JAN,2013,SH1900 40ME.E,NO,0,0,2,0,0,0,0,0,0,0,0,,,13-Jan,4141299JAN2013SH1900 40ME.ENO0020000000043478,1
6910,,,42,25-Jan-13,JAN,2013,SH770 25ME.E,NO,0,0,1,1,e,1,e,0,0,1,713,,,13-Jan,4241299JAN2013SH770 25ME.ENO0011e1e00171343478,1
6911,,,43,25-Jan-13,JAN,2013,SH700 30ME.E,NO,0,0,3,0,0,0,0,0,0,0,0,,,13-Jan,4341299JAN2013SH700 30ME.ENO0030000000043478,1
6912,,,44,25-Jan-13,JAN,2013,SH880 30ME.W,NO,2,1,1,0,0,0,0,0,0,0,0,,,13-Jan,4441299JAN2013SH880 30ME.WNO2110000000043478,1
6913,,,45,25-Jan-13,JAN,2013,SH730 130ME.W,NO,0,0,1,0,0,0,0,0,0,0,0,,,13-Jan,4541299JAN2013SH730 130ME.WNO0010000000043478,1
6914,,,46,25-Jan-13,JAN,2013,SH730 125ME.W,NO,0,0,0,0,0,2,e,0,0,2,0,,,13-Jan,4641299JAN2013SH730 125ME.WNO000002e002043478,1
6915,,,47,25-Jan-13,JAN,2013,SH730 112ME.W,NO,0,0,0,0,0,1,e,0,0,0,0,,,13-Jan,4741299JAN2013SH730 112ME.WNO000001e000043478,1
6916,,,49,25-Jan-13,JAN,2013,SH720 110ME.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,4941299JAN2013SH720 110ME.WNO0000000000043478,1
6917,,,51,25-Jan-13,JAN,2013,SH730 68ME.W,NO,0,0,1,0,0,1,e,0,0,0,0,,,13-Jan,5141299JAN2013SH730 68ME.WNO001001e000043478,1
6918,,,52,25-Jan-13,JAN,2013,SH740 68ME.W,NO,0,0,0,0,0,0,0,0,0,1,0,,,13-Jan,5241299JAN2013SH740 68ME.WNO0000000001043478,1
6919,,,53,25-Jan-13,JAN,2013,SH740 48ME.W,NO,0,1,1,0,0,0,0,0,0,3,0,,,13-Jan,5341299JAN2013SH740 48ME.WNO0110000003043478,1
6920,,,54,25-Jan-13,JAN,2013,SH730 50ME.W,NO,0,0,0,0,0,1,d,0,0,2,0,,,13-Jan,5441299JAN2013SH730 50ME.WNO000001d002043478,1
6921,,,55,25-Jan-13,JAN,2013,SH730 45ME.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,5541299JAN2013SH730 45ME.WNO0000000000043478,1
6922,,,56,25-Jan-13,JAN,2013,SH730 45ME.W,NO,0,0,1,0,0,0,0,0,0,0,0,,,13-Jan,5641299JAN2013SH730 45ME.WNO0010000000043478,1
6923,,,57,25-Jan-13,JAN,2013,SH740 35ME.W,NO,1,0,1,0,0,0,0,0,0,0,0,,,13-Jan,5741299JAN2013SH740 35ME.WNO1010000000043478,1
6924,,,58,25-Jan-13,JAN,2013,SH740 30ME.W,NO,0,0,0,0,0,1,e,0,0,0,0,,,13-Jan,5841299JAN2013SH740 30ME.WNO000001e000043478,1
6925,,,59,25-Jan-13,JAN,2013,SH720 1ME.E,SI,1,0,2,0,0,0,0,0,0,0,710,,,13-Jan,5941299JAN2013SH720 1ME.ESI102000000071043478,1
6926,,,60,25-Jan-13,JAN,2013,SH720 5ME.E,NO,0,0,1,0,0,0,0,0,0,1,711,,,13-Jan,6041299JAN2013SH720 5ME.ENO001000000171143478,1
6927,,,61,25-Jan-13,JAN,2013,SH720 10M.E,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,6141299JAN2013SH720 10M.ENO0000000000043478,1
6928,,,69,25-Jan-13,JAN,2013,SH720 70M.W,NO,0,0,1,0,0,0,0,0,0,0,0,,,13-Jan,6941299JAN2013SH720 70M.WNO0010000000043478,1
6929,,,71,25-Jan-13,JAN,2013,SH720 70M.W,NO,0,0,1,0,0,0,0,0,0,0,0,,,13-Jan,7141299JAN2013SH720 70M.WNO0010000000043478,1
6930,,,72,25-Jan-13,JAN,2013,SH700 100M.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,7241299JAN2013SH700 100M.WNO0000000000043478,1
6931,,,81,25-Jan-13,JAN,2013,SH660 20M.W,NO,1,0,1,0,0,0,0,0,0,0,0,,,13-Jan,8141299JAN2013SH660 20M.WNO1010000000043478,1
6932,,,82,25-Jan-13,JAN,2013,SH650 30M.W,NO,0,0,0,0,0,2,f,0,0,0,0,,,13-Jan,8241299JAN2013SH650 30M.WNO000002f000043478,1
6933,,,83,25-Jan-13,JAN,2013,SH640 100M.W,NO,1,0,0,0,0,1,e,0,0,0,0,,,13-Jan,8341299JAN2013SH640 100M.WNO100001e000043478,1
6934,,,84,25-Jan-13,JAN,2013,SH630 100M.W,NO,0,0,3,0,0,0,0,0,0,0,0,,,13-Jan,8441299JAN2013SH630 100M.WNO0030000000043478,1
6935,,,86,25-Jan-13,JAN,2013,SH630 150M.W,NO,1,0,0,0,0,0,0,0,0,0,0,,,13-Jan,8641299JAN2013SH630 150M.WNO1000000000043478,1
6936,,,87,25-Jan-13,JAN,2013,SH620 160M.W,NO,1,0,1,0,0,0,0,0,0,0,0,,,13-Jan,8741299JAN2013SH620 160M.WNO1010000000043478,1
6937,,,95,25-Jan-13,JAN,2013,SH440 210M.W,SI,0,1,3,0,0,0,0,0,0,0,0,,,13-Jan,9541299JAN2013SH440 210M.WSI0130000000043478,1
6938,,,96,25-Jan-13,JAN,2013,SH500 210M.W,SI,1,0,0,0,0,2,f,0,0,0,0,,,13-Jan,9641299JAN2013SH500 210M.WSI100002f000043478,1
6939,,,97,25-Jan-13,JAN,2013,SH610 220M.W,SI,2,0,0,0,0,0,0,0,0,2,0,,,13-Jan,9741299JAN2013SH610 220M.WSI2000000002043478,1
6940,,,100,25-Jan-13,JAN,2013,Sh 740 140E,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,10041299JAN2013Sh 740 140ENO0000000000043478,1
6941,,,127,25-Jan-13,JAN,2013,ST80 25MW,SI,1,0,0,0,0,1,e,0,0,0,0,,,13-Jan,12741299JAN2013ST80 25MWSI100001e000043478,1
6942,,,261,25-Jan-13,JAN,2013,ST300 W60m,SI,1,0,1,0,0,0,0,0,0,0,0,,,13-Jan,26141299JAN2013ST300 W60mSI1010000000043478,1
6943,,,262,25-Jan-13,JAN,2013,ST300 75M O,SI,0,0,3,0,0,0,0,0,0,0,0,,,13-Jan,26241299JAN2013ST300 75M OSI0030000000043478,1
6944,,,265,25-Jan-13,JAN,2013,ST300 20mW,SI,1,0,0,0,0,2,e,0,0,1,0,,,13-Jan,26541299JAN2013ST300 20mWSI100002e001043478,1
6945,,,1,26-Jan-13,JAN,2013,SH900 5ME.E,NO,0,0,2,0,0,0,0,0,0,0,0,,,13-Jan,141300JAN2013SH900 5ME.ENO0020000000043478,1
6946,,,2,26-Jan-13,JAN,2013,SH900 22ME.E,NO,0,1,1,0,0,0,0,0,0,0,0,,,13-Jan,241300JAN2013SH900 22ME.ENO0110000000043478,1
6947,,,3,26-Jan-13,JAN,2013,SH900 25ME.E,NO,0,0,0,0,0,0,0,0,0,0,729,,,13-Jan,341300JAN2013SH900 25ME.ENO000000000072943478,1
6948,,,4,26-Jan-13,JAN,2013,SH850 40ME.E,NO,0,2,1,0,0,0,0,0,0,0,0,,,13-Jan,441300JAN2013SH850 40ME.ENO0210000000043478,1
6949,,,5,26-Jan-13,JAN,2013,SH850 12ME.E,NO,1,0,2,0,0,0,0,0,0,0,723,,,13-Jan,541300JAN2013SH850 12ME.ENO102000000072343478,1
6950,,,6,26-Jan-13,JAN,2013,SH850 15ME.E,NO,0,2,1,0,0,0,0,0,0,0,724,,,13-Jan,641300JAN2013SH850 15ME.ENO021000000072443478,1
6951,,,12,26-Jan-13,JAN,2013,SH900 100ME.W,NO,1,0,2,0,0,0,0,0,0,0,738,UN BOTON ESTABA TAPADO CON UNA HOJA,,13-Jan,1241300JAN2013SH900 100ME.WNO1020000000738UN BOTON ESTABA TAPADO CON UNA HOJA43478,1
6952,,,13,26-Jan-13,JAN,2013,SH900 104ME.W,NO,1,0,0,0,0,0,0,0,0,0,730,,,13-Jan,1341300JAN2013SH900 104ME.WNO100000000073043478,1
6953,,,14,26-Jan-13,JAN,2013,SH1000,NO,0,0,2,0,0,1,e,0,0,2,743,SE ESTAN CAYENDO LOS FRUTOS,,13-Jan,1441300JAN2013SH1000NO002001e002743SE ESTAN CAYENDO LOS FRUTOS43478,1
6954,,,15,26-Jan-13,JAN,2013,SH1000,NO,0,0,1,0,0,0,0,0,0,0,744,,,13-Jan,1541300JAN2013SH1000NO001000000074443478,1
6955,,,16,26-Jan-13,JAN,2013,SH1000,NO,0,0,2,0,0,0,0,0,0,0,745,,,13-Jan,1641300JAN2013SH1000NO002000000074543478,1
6956,,,17,26-Jan-13,JAN,2013,SH850 150ME.W,SI,0,0,1,0,0,0,0,0,0,0,0,,,13-Jan,1741300JAN2013SH850 150ME.WSI0010000000043478,1
6957,,,65,26-Jan-13,JAN,2013,SH720 250M.E,NO,0,2,1,0,0,1,e,0,0,0,0,,,13-Jan,6541300JAN2013SH720 250M.ENO021001e000043478,1
6958,,,66,26-Jan-13,JAN,2013,SH710 250M.E,NO,0,0,1,0,0,0,0,0,0,0,0,,,13-Jan,6641300JAN2013SH710 250M.ENO0010000000043478,1
6959,,,67,26-Jan-13,JAN,2013,SH680 160M.E,NO,0,0,0,0,0,0,0,0,0,2,0,,,13-Jan,6741300JAN2013SH680 160M.ENO0000000002043478,1
6960,,,68,26-Jan-13,JAN,2013,SH680 100M.E,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,6841300JAN2013SH680 100M.ENO0000000000043478,1
6961,,,73,26-Jan-13,JAN,2013,SH650 30ME.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,13-Jan,7341300JAN2013SH650 30ME.WNO0000000000043478,1
6962,,,74,26-Jan-13,JAN,2013,SH700 30M.W,NO,0,0,1,0,0,2,f,0,0,0,0,,,13-Jan,7441300JAN2013SH700 30M.WNO001002f000043478,1
6963,,,75,26-Jan-13,JAN,2013,SH700 10M.W,NO,0,0,2,0,0,1,e,0,0,0,0,ESTE ARBOL YA NO SE PUEDE VER LO QUE TIENE ES IMPOSIBLE ,,13-Jan,7541300JAN2013SH700 10M.WNO002001e0000ESTE ARBOL YA NO SE PUEDE VER LO QUE TIENE ES IMPOSIBLE 43478,1
6964,,,77,26-Jan-13,JAN,2013,SH640 10M.E,SI,0,1,3,0,0,0,0,0,0,1,695,,,13-Jan,7741300JAN2013SH640 10M.ESI013000000169543478,1
