Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.06514E-4,14.008015993,0.101934282,0.054997514,0.109090909,0
2.1007E-4,14.257821018,0.103595076,0.053804078,0.109090909,0
2.16496E-4,14.515757045,0.106589281,0.052610641,0.109090909,0
2.26521E-4,14.759912385,0.111239649,0.051516658,0.109090909,0
2.33599E-4,15.012273607,0.114508426,0.050422675,0.109090909,0
2.39207E-4,15.272952837,0.117090303,0.049328692,0.109090909,0
2.46193E-4,15.515046256,0.120295205,0.048334162,0.109090909,0
2.54493E-4,15.766109926,0.124088557,0.047339632,0.109090909,0
2.59894E-4,16.023477731,0.126547912,0.046345102,0.109090909,0
2.64774E-4,16.259461537,0.128764227,0.045450025,0.109090909,0
2.71117E-4,16.502074867,0.131636236,0.044554948,0.109090909,0
2.77527E-4,16.777366324,0.134529329,0.043560418,0.109090909,0
2.85234E-4,17.002651576,0.137994804,0.042764794,0.109090909,0
2.91426E-4,17.262109081,0.14076905,0.041869717,0.109090909,0
2.97289E-4,17.527128715,0.143387712,0.040974639,0.109090909,0
3.03565E-4,17.767772503,0.146182146,0.040179015,0.109090909,0
3.14834E-4,18.015778978,0.151176584,0.039383391,0.109090909,0
3.23567E-4,18.271098834,0.155026953,0.038587767,0.109090909,0
3.27085E-4,18.531448203,0.156572736,0.037792143,0.109090909,0
3.3799E-4,18.764976495,0.161347415,0.037095972,0.109090909,0
3.42756E-4,19.003515045,0.163426053,0.036399801,0.127272727,0
3.47939E-4,19.280825861,0.165680176,0.035604177,0.127272727,0
3.63109E-4,19.532420851,0.172243401,0.034908006,0.127272727,0
3.73661E-4,19.754372319,0.176778082,0.034311288,0.127272727,0
3.8286E-4,20.01915827,0.18071104,0.033615117,0.127272727,0
3.90289E-4,20.251105769,0.183873716,0.033018399,0.145454545,0
4.04525E-4,20.529374853,0.189899781,0.032322228,0.145454545,0
4.20745E-4,20.778261545,0.196711694,0.03172551,0.145454545,0
4.35122E-4,21.036114437,0.202701732,0.031128792,0.145454545,0
4.43938E-4,21.256810788,0.206352603,0.030631527,0.145454545,0
4.5521E-4,21.526844975,0.210996151,0.030034809,0.145454545,0
4.67425E-4,21.758299298,0.215997766,0.029537544,0.145454545,0
4.78644E-4,22.042951563,0.220563481,0.028940825,0.145454545,0
4.86488E-4,22.284780356,0.223739994,0.02844356,0.145454545,0
4.94604E-4,22.529824053,0.227012755,0.027946295,0.145454545,0
5.00021E-4,22.778971169,0.229189855,0.02744903,0.145454545,0
5.01569E-4,23.02944238,0.229810661,0.026951765,0.145454545,0
5.09453E-4,23.282130678,0.232965293,0.0264545,0.163636364,0
5.12328E-4,23.537571921,0.234112683,0.025957235,0.163636364,0
5.23768E-4,23.797201285,0.238660233,0.02545997,0.163636364,0
5.27461E-4,24.007460608,0.240122596,0.025062158,0.163636364,0
5.38748E-4,24.274042973,0.244574543,0.024564893,0.163636364,0
5.53347E-4,24.546898664,0.250294366,0.024067628,0.163636364,0
5.56589E-4,24.76898927,0.251558841,0.023669816,0.163636364,0
5.73067E-4,25.053831216,0.257951827,0.023172551,0.163636364,0
5.82549E-4,25.285759214,0.26160573,0.022774739,0.163636364,0
6.14779E-4,25.527679659,0.273891754,0.022376927,0.163636364,0
6.62534E-4,25.786844403,0.291721499,0.021979115,0.163636364,0
6.76208E-4,26.055099848,0.29674579,0.021581303,0.163636364,0
6.85175E-4,26.26047539,0.300021054,0.021282944,0.163636364,0
7.00999E-4,26.53895827,0.305763784,0.020885132,0.163636364,0
7.08248E-4,26.750915535,0.308378694,0.020586773,0.163636364,0
7.57879E-4,27.047510918,0.326019933,0.020188961,0.163636364,0
7.6523E-4,27.276075132,0.328594234,0.019890602,0.163636364,0
8.10447E-4,27.515429556,0.344214965,0.019592243,0.163636364,0
8.4671E-4,27.762554498,0.356478959,0.019293884,0.163636364,0
8.60354E-4,28.018574304,0.361033837,0.018995525,0.163636364,0
8.82515E-4,28.280425517,0.368363342,0.018697166,0.163636364,0
9.34322E-4,28.557089159,0.385171574,0.018398807,0.163636364,0
9.55413E-4,28.840914215,0.391885377,0.018100448,0.181818182,0
9.66742E-4,29.033397651,0.395461486,0.017901542,0.181818182,0
9.72816E-4,29.324272958,0.397370181,0.017603182,0.2,0
9.93864E-4,29.522622239,0.403937546,0.017404276,0.2,0
1.024E-3,29.828345346,0.413215344,0.017105917,0.2,0
1.04481E-3,30.035525905,0.419538836,0.016907011,0.2,0
1.06493E-3,30.352128547,0.425588262,0.016608652,0.2,0
1.10425E-3,30.572139685,0.437227057,0.016409746,0.2,0
1.12874E-3,30.797157306,0.444355008,0.01621084,0.2,0
1.16431E-3,31.028164337,0.454550406,0.016011934,0.218181818,0
1.19069E-3,31.264983668,0.461990579,0.015813028,0.218181818,0
1.23452E-3,31.511138074,0.474127531,0.015614122,0.218181818,0
1.24638E-3,31.759566163,0.477363555,0.015415216,0.218181818,0
1.27113E-3,32.012659744,0.484054319,0.01521631,0.218181818,0
1.27975E-3,32.268113445,0.486364908,0.015017404,0.218181818,0
1.30022E-3,32.527208017,0.491810915,0.014818498,0.218181818,0
1.33674E-3,32.794233807,0.501381238,0.014619592,0.218181818,0
1.38553E-3,33.067245415,0.5138868,0.014420686,0.236363636,0
1.41435E-3,33.348337342,0.52112412,0.01422178,0.236363636,0
1.46818E-3,33.640284522,0.53435984,0.014022874,0.236363636,0
1.47019E-3,33.787303591,0.53484622,0.013923421,0.254545455,0
1.49223E-3,34.083775355,0.54015234,0.013724515,0.254545455,0
1.52878E-3,34.388417315,0.548820749,0.013525609,0.254545455,0
1.56331E-3,34.544748298,0.556858179,0.013426156,0.254545455,0
1.58603E-3,34.86164379,0.562068934,0.01322725,0.254545455,0
1.59525E-3,35.021169263,0.564166971,0.013127797,0.254545455,0
1.62413E-3,35.345106325,0.570669794,0.012928891,0.254545455,0
1.65741E-3,35.510847788,0.578045066,0.012829438,0.254545455,0
1.74244E-3,35.851385887,0.596314525,0.012630532,0.254545455,0
1.75655E-3,36.027040806,0.599269687,0.012531079,0.254545455,0
1.78719E-3,36.382019171,0.605611899,0.012332173,0.254545455,0
1.79086E-3,36.561105062,0.606363897,0.01223272,0.254545455,0
1.80589E-3,36.920961256,0.609431846,0.012033814,0.254545455,0
1.81715E-3,37.102676215,0.611714904,0.011934361,0.254545455,0
1.83342E-3,37.286018403,0.614990338,0.011834908,0.254545455,0
1.85343E-3,37.65507446,0.618979665,0.011636002,0.254545455,0
1.8817E-3,37.843244274,0.624546131,0.011536549,0.254545455,0
1.88873E-3,38.032117452,0.62591843,0.011437096,0.254545455,0
1.89394E-3,38.410630081,0.626930692,0.01123819,0.254545455,0
1.94677E-3,38.605306704,0.637051518,0.011138737,0.254545455,0
1.9829E-3,38.803596907,0.64381564,0.011039284,0.254545455,0
1.99135E-3,39.002732289,0.645379421,0.010939831,0.254545455,0
2.14886E-3,39.421188196,0.673296985,0.010740925,0.254545455,0
2.17007E-3,39.638194824,0.676884451,0.010641472,0.254545455,0
2.17131E-3,39.855325756,0.677093481,0.010542019,0.254545455,0
2.1778E-3,40.073105982,0.678183145,0.010442566,0.254545455,0
2.18714E-3,40.291820015,0.67974384,0.010343113,0.254545455,0
2.22916E-3,40.514735533,0.68667278,0.01024366,0.254545455,0
2.30675E-3,40.973253484,0.69907813,0.010044754,0.254545455,0
