Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.16649E-3,40.959415145,0.678141215,0.010157339,0.238095238,0.307692308
2.18929E-3,41.178343816,0.68195807,0.010057757,0.238095238,0.307692308
2.19149E-3,41.397492949,0.682324748,0.009958176,0.238095238,0.307692308
2.24318E-3,41.534648081,0.690802482,0.009858594,0.238095238,0.384615385
2.30541E-3,41.855766738,0.70070853,0.009759012,0.238095238,0.461538462
2.35863E-3,42.091630003,0.708927953,0.00965943,0.238095238,0.461538462
2.44678E-3,42.33630776,0.722048157,0.009559849,0.238095238,0.461538462
2.45148E-3,42.581455488,0.722730851,0.009460267,0.238095238,0.461538462
2.45264E-3,42.826719306,0.722899229,0.009360685,0.238095238,0.461538462
2.53214E-3,43.079932995,0.734189797,0.009261103,0.238095238,0.461538462
2.53701E-3,43.333634101,0.734866877,0.009161522,0.238095238,0.461538462
2.56957E-3,43.590590954,0.739345455,0.00906194,0.238095238,0.461538462
2.60536E-3,43.851126684,0.744181293,0.008962358,0.261904762,0.461538462
2.65934E-3,44.057289399,0.751306156,0.008862776,0.285714286,0.461538462
2.68659E-3,44.387326466,0.754827013,0.008763195,0.285714286,0.538461538
2.68989E-3,44.656315717,0.755250584,0.008663613,0.285714286,0.538461538
2.70544E-3,44.926859241,0.757233041,0.008564031,0.285714286,0.538461538
2.71496E-3,45.198355728,0.758440586,0.008464449,0.285714286,0.538461538
2.7769E-3,45.476045563,0.766143428,0.008364868,0.285714286,0.538461538
2.78302E-3,45.754347795,0.766891608,0.008265286,0.285714286,0.538461538
2.83972E-3,46.03831987,0.773705925,0.008165704,0.30952381,0.538461538
2.85014E-3,46.323333719,0.774936146,0.008066122,0.30952381,0.538461538
2.87265E-3,46.610598528,0.777571495,0.007966541,0.30952381,0.538461538
2.95143E-3,46.905741289,0.786554115,0.007866959,0.30952381,0.538461538
2.96232E-3,47.201972905,0.787766779,0.007767377,0.30952381,0.538461538
2.97005E-3,47.498978037,0.788624062,0.007667795,0.30952381,0.538461538
2.97366E-3,47.796343833,0.789022598,0.007568214,0.30952381,0.538461538
