x,y,raw,cumulative,Cloglog
-76.71717688656541,7.522495836295524,2.57923E-6,0.221468111,0.001338526
-74.20051021983942,8.764162502991457,2.67578E-8,0.001390483,0.000013896
-70.5838435530875,-1.9941708305954617,1.09993E-5,1.422778972,0.005695772
-74.19217688650589,0.13916250278815667,5.08113E-6,0.558515273,0.002635208
-75.98384355321478,5.530829169581911,8.41191E-6,1.061302209,0.004358869
-69.37551021972568,3.5641625028688884,2.69014E-7,0.019049145,0.000139692
-72.25884355312698,3.4391625028659414,1.72944E-9,0.000040146,0.000000898
-78.31717688660312,-3.0025041639525627,1.00177E-5,1.281104235,0.005188777
-72.30051021979463,-0.9025041639030631,4.3285E-6,0.456054817,0.002245313
-77.39217688658132,-0.21083749722009326,1.94893E-4,13.147328964,0.096256729
-74.94217688652357,9.889162503017975,5.40401E-9,0.000230559,0.000002806
-77.05884355324012,6.62249583627431,1.91581E-8,0.000986235,0.000009949
-77.52551021991779,-0.4691708305595155,6.92706E-5,5.923435576,0.035333637
-72.96717688647702,-1.844170830591926,2.27171E-6,0.183014786,0.001179031
-71.95884355311992,6.105829169595464,2.50205E-6,0.213342429,0.001298496
-71.12551021976694,-1.0025041639054209,1.01131E-5,1.295209521,0.005238083
-76.76717688656659,1.4058291694846803,8.34339E-5,6.877429129,0.042402873
-74.10884355317059,1.2974958361487934,1.27249E-6,0.090296055,0.000660602
-76.93384355323718,6.855829169613142,2.713E-8,0.001420141,0.000014089
-71.92551021978579,5.022495836236595,7.91405E-9,0.00038295,0.00000411
-76.01717688654891,-1.669170830587801,7.88615E-6,0.986448928,0.00408699
-70.78384355309223,6.647495836274898,3.28124E-8,0.001725998,0.00001704
-76.42551021989186,1.6558291694905725,6.61402E-5,5.651904061,0.033764187
-79.44217688662964,-2.74417083061314,4.87971E-8,0.002575149,0.000025341
-72.6255102198023,1.6641625028241025,1.09906E-7,0.006261649,0.000057074
-76.6588435532307,3.1974958361935775,1.20706E-5,1.571304595,0.00624877
-73.6338435531594,0.4891625027964066,2.11331E-6,0.164305354,0.001096865
-73.75051021982881,1.4224958361517395,2.38716E-6,0.198186318,0.001238911
-69.80884355306924,2.2558291695047155,1.08412E-6,0.07857916,0.000562839
-79.35051021996081,0.3391625027928704,3.39353E-4,18.580804346,0.161574744
-74.08384355317,5.405829169578964,1.16974E-4,9.022174476,0.058937504
-73.70051021982763,7.072495836284916,2.51016E-8,0.001304397,0.000013035
-76.00884355321537,6.947495836281971,1.04467E-4,8.241615671,0.052805341
-72.63384355313582,0.0808291694534482,1.55466E-6,0.110449799,0.000807024
