X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-78.5577393,0.9475276,train,0.0010011732524551878,30.07833393827763,0.40543210462926416
-78.76666667,0.3,train,0.010709346200301912,88.99186879313226,0.9961569238298006
-78.843108,0.05295,train,0.0035400116788690842,49.99112997326705,0.8409230593038802
-79.13557303,-0.959317154,train,0.0037270826994128294,51.8156856258972,0.855650140163545
-78.85736,0.31026,train,0.013746389945903359,98.42733178932109,0.9992061790423183
-78.83333333,0.15,train,0.0047015099501315485,57.36631744221406,0.9129738135852574
-78.8836813,0.0443573,train,0.0018136913168683827,36.562574236959826,0.6101019551581686
-78.71666667,0.966666667,train,3.4162569713980814E-4,18.60326075888979,0.16256364309013138
-79.25,0.45,train,6.19081581363558E-4,25.268772242324644,0.27493641531299606
-78.349896,0.81665,train,4.362749914780911E-4,21.087388008738262,0.20273043854760442
-79.75,0.366,train,0.008761768066688214,76.11710993990609,0.98943367521582
-79.7498,0.35878,train,0.009438959822094474,78.86899917968778,0.992566484809016
-78.758,0.1289,train,0.005290635216322242,62.413513572643595,0.9359111893348704
-78.74874,0.11354,train,0.004421319423136977,55.526617575632514,0.8993433609189998
-78.98333333,0.1,train,0.00535640327296049,62.94919081115053,0.9380631258483259
-79.0559328,0.4547852,train,0.00773455732428091,72.74098377637175,0.981986635448921
-78.849928,0.160629,train,0.0034714588533212363,49.28519357707945,0.8351578695340636
-79.713113,0.3356967,train,0.012223592980767322,95.78534962685788,0.9982494885539336
-79.713249,0.32875919,train,0.011424760216958953,94.56105871228723,0.9973494936270615
-79.733679,0.39641906,train,0.006082431376742331,66.46622836133763,0.9575179655195707
-79.707657,0.3508373,train,0.010795787235409698,90.07071159424744,0.9963256239183657
-79.706552,0.35351446,train,0.010540954102696256,87.91990114561125,0.9958057228447289
-79.703165,0.35109897,train,0.010435047494585929,86.86673445223612,0.9955685825937529
-79.703479,0.35269093,train,0.01035716432412673,85.82258641593718,0.9953856773649192
-79.21164,0.52100524,train,0.006488521369716574,67.74997084153856,0.9655952637906421
-79.202235,0.48917181,train,0.009153038944756584,77.92509952086859,0.9913765888245095
-79.188274,0.49823791,train,0.01013540283383506,83.77343425047738,0.99482246910365
-79.66992,0.36833377,train,0.008926534511622614,77.00981812100856,0.9903001832233324
-79.712566,0.3288586,train,0.011190655698305556,92.28021030172627,0.997006857686827
-79.788261,0.40246048,train,0.0041196664153318845,53.791407162846625,0.8822731793373639
-79.781752,0.4297038,train,0.004972637354922231,59.831790088084674,0.9244035290837525
-79.757435,0.45321729,train,0.004685733989590183,56.896286799273405,0.9122579115863297
-79.754614,0.45214043,train,0.004914449861945029,58.34669802879971,0.9220843360018122
-79.753239,0.45165175,train,0.0057547021291127825,64.66120951652518,0.9496360975035031
-79.24601216,-1.308924596,train,0.0023832156609779704,41.780528344749996,0.7099292151360557
-78.887276,0.16697144,train,0.01267345308121843,97.0525735081901,0.9986141818804539
-78.88864,0.16806556,train,0.009988653877733261,82.75941656886624,0.9944124738464329
-78.888721,0.168599,train,0.01140141523183218,93.42126872334342,0.9973171651499886
-78.877882,0.16544248,train,0.010904470497315945,91.16102199258239,0.996527263421893
-79.24587204,-1.316602006,train,0.0028631282536657507,45.13861877653256,0.7739172569711301
-77.2,2.67,train,2.732373196657629E-5,2.919878260993717,0.014089320052870113
-78.608,1.021,train,0.00112446283688224,31.56890819524543,0.442306645098115
-77.85,1.9,train,9.120788266660373E-5,7.494957333781634,0.046261032646601086
-76.95,2.5333,train,5.668657642503799E-5,5.016968325628764,0.029008890983177382
-76.914948,2.519006,train,2.426710814827652E-5,2.7019193463117492,0.012523103227455978
-78.994853,0.122652,train,0.007258231436247263,71.22800346351362,0.9769313334795938
-78.065,1.333833,train,5.668563768879645E-4,24.177650323680247,0.25500278404987764
-78.782272,0.848474,train,2.0662712432060568E-4,13.51868937992167,0.10174721740586956
-79.8001,0.4667,train,0.003519083312947796,49.63716905579786,0.8391847289831036
-78.787003,0.321968,train,0.0031691434055053412,47.246066365341754,0.8071362477526631
-78.7685,0.0736,train,0.0011854395999463753,32.225974414556084,0.4596898322276054
-78.921875,0.098107,train,0.010141108989842903,84.78708405620091,0.9948377888164143
-78.831024,0.102997,train,0.002506423900046084,42.517558847896915,0.7279076379074587
-78.822098,0.080681,train,0.004950599692542981,59.334579219724276,0.9235334031221856
-76.37592,7.185228,train,1.141086381192917E-4,8.755252817339036,0.05753630487202177
