Predictor variable,Categorical,Sample average
BioFinal_1,false,22.355851988358932
BioFinal_12,false,8.213849093697288
BioFinal_13,false,85.62314411510121
BioFinal_14,false,42.49119692715732
BioFinal_15,false,26.698447973077947
BioFinal_4,false,340.9311700994318
BioFinal_6,false,62.22178157459606
DEMFINAL,false,798.4545454545455
ForCover2000,true,1.0
