x,y,raw,cumulative,Cloglog
-76.71717688656541,7.522495836295524,1.63283E-6,0.146630642,0.000856894
-74.20051021983942,8.764162502991457,6.83485E-8,0.00459746,0.000035883
-70.5838435530875,-1.9941708305954617,7.91408E-6,1.189311149,0.004146393
-74.19217688650589,0.13916250278815667,5.67911E-6,0.766485374,0.00297718
-75.98384355321478,5.530829169581911,1.51778E-5,2.135977316,0.007936916
-69.37551021972568,3.5641625028688884,5.93168E-7,0.04360796,0.000311374
-72.25884355312698,3.4391625028659414,1.54999E-8,0.000484274,0.000008138
-78.31717688660312,-3.0025041639525627,1.56031E-5,2.169915182,0.008158413
-72.30051021979463,-0.9025041639030631,4.76487E-6,0.584753322,0.002498507
-77.39217688658132,-0.21083749722009326,2.09075E-4,14.540750764,0.103957535
-74.94217688652357,9.889162503017975,2.87923E-8,0.001570411,0.000015116
-77.05884355324012,6.62249583627431,4.31381E-8,0.002755759,0.000022648
-77.52551021991779,-0.4691708305595155,8.17109E-5,7.241128135,0.041992323
-72.96717688647702,-1.844170830591926,2.26974E-6,0.210265971,0.00119094
-71.95884355311992,6.105829169595464,1.18118E-5,1.820481481,0.006182178
-71.12551021976694,-1.0025041639054209,8.53853E-6,1.316729899,0.004472828
-76.76717688656659,1.4058291694846803,9.83996E-5,8.54173777,0.050349588
-74.10884355317059,1.2974958361487934,1.8688E-6,0.17028525,0.000980668
-76.93384355323718,6.855829169613142,4.64272E-8,0.002942849,0.000024375
-71.92551021978579,5.022495836236595,3.96691E-8,0.002391383,0.000020827
-76.01717688654891,-1.669170830587801,8.94313E-6,1.38316693,0.004684276
-70.78384355309223,6.647495836274898,1.01938E-7,0.006907301,0.000053518
-76.42551021989186,1.6558291694905725,7.371E-5,6.689424496,0.037959685
-79.44217688662964,-2.74417083061314,1.08095E-7,0.007243881,0.00005675
-72.6255102198023,1.6641625028241025,5.59184E-7,0.040215739,0.000293537
-76.6588435532307,3.1974958361935775,1.45887E-5,2.088256901,0.007630034
-73.6338435531594,0.4891625027964066,3.03571E-6,0.31001675,0.001592524
-73.75051021982881,1.4224958361517395,5.69783E-6,0.771038283,0.00298698
-69.80884355306924,2.2558291695047155,1.6268E-6,0.14597838,0.000853731
-79.35051021996081,0.3391625027928704,1.58522E-4,12.160031218,0.079857246
-74.08384355317,5.405829169578964,1.01234E-4,8.841371249,0.051761917
-73.70051021982763,7.072495836284916,8.26616E-8,0.0055365,0.000043398
-76.00884355321537,6.947495836281971,1.1436E-4,9.756010196,0.058273762
-72.63384355313582,0.0808291694534482,2.35324E-6,0.220905206,0.001234727
-79.78384355330437,-2.3525041639372413,8.03991E-7,0.064156172,0.000422019
-74.07551021983647,1.964162502831174,2.4894E-6,0.237365173,0.001306123
-71.56717688644402,12.430829169744552,5.88449E-10,0.00000083,0.000000309
-74.95884355319063,-0.09417083055067632,4.25378E-6,0.504909315,0.002230811
-77.33384355324661,1.4474958361523287,8.95031E-6,1.386746172,0.004688028
-74.51717688651355,1.1641625028123173,7.83711E-6,1.171164025,0.004106152
-76.97551021990483,6.714162502943137,2.08161E-8,0.000865422,0.000010929
-74.62551021984943,4.064162502880673,4.74892E-5,4.578962801,0.024624335
-71.26717688643694,2.589162502845906,6.4686E-7,0.047274368,0.000339554
-75.12551021986123,6.772495836277845,5.83359E-4,25.556440949,0.263813983
-74.80051021985356,5.22249583624131,6.27347E-7,0.045619884,0.000329313
-73.0755102198129,-1.852504163925456,2.42528E-6,0.23046415,0.001272499
-74.37551021984355,2.1724958361694178,3.00141E-6,0.304283329,0.001574549
-77.25884355324484,4.222495836217738,1.86079E-7,0.012197889,0.00009769
-77.86717688659252,-2.1858374972666463,1.05621E-4,9.182782049,0.053943116
-80.15051021997967,-2.1025041639313486,9.78158E-5,8.463231765,0.050058457
-76.38384355322421,5.064162502904245,1.20015E-5,1.8371549,0.006281162
-72.85884355314113,0.9474958361405434,1.64856E-6,0.14761323,0.000865145
-75.83384355321125,-0.9191708305701232,7.75387E-6,1.146999687,0.004062629
-71.68384355311343,2.930829169520626,1.50053E-7,0.009723139,0.000078777
-74.4171768865112,10.447495836364467,3.42325E-9,0.000024648,0.000001797
-76.80884355323424,6.989162502949619,9.44337E-8,0.006346618,0.000049578
-72.24217688645993,2.2808291695053047,8.37782E-8,0.005661518,0.000043984
-74.90884355318946,0.9558291694740726,9.92347E-6,1.570791274,0.005196426
-77.2505102199113,1.8974958361629355,8.11147E-7,0.064722101,0.000425774
-73.67551021982705,11.030829169711552,1.84655E-4,13.525741736,0.092395758
-68.7921768863786,5.797495836254863,7.90706E-9,0.000136371,0.000004151
-68.89217688638097,4.8808291695665895,2.14901E-8,0.000909784,0.000011283
-79.0671768866208,-3.8358374973055387,7.50697E-7,0.057708089,0.00039405
-77.33384355324661,-1.119170830574837,5.14175E-5,4.870561014,0.026633873
-74.07551021983647,4.939162502901298,2.96815E-7,0.020480098,0.00015582
-74.84217688652122,1.7391625028258701,1.81277E-6,0.163470416,0.00095128
-77.13384355324189,2.3891625028411916,4.11347E-5,4.149368192,0.021364804
-72.0671768864558,5.030829169570125,3.13937E-8,0.001744646,0.000016482
-73.20051021981585,9.147495836333828,4.29797E-4,21.873479692,0.202002576
-79.25051021995846,-2.3191708306031225,5.82879E-6,0.798659815,0.00305553
-79.90051021997378,-4.210837497314378,9.65842E-6,1.52281887,0.005057988
-77.13384355324189,-2.135837497265468,3.29823E-5,3.578582457,0.017167147
-71.9005102197852,0.6141625027993527,2.04812E-6,0.188149615,0.001074715
-73.60051021982528,3.4474958361994714,5.10749E-7,0.036034011,0.000268115
-70.75884355309162,5.872495836256632,5.85765E-8,0.003926057,0.000030753
-69.33384355305805,0.7558291694693589,6.72114E-6,0.945852656,0.003522485
-79.48384355329729,-1.8691708305925152,1.9863E-6,0.181687812,0.001042293
-76.20051021988657,1.8224958361611678,7.39692E-6,1.075715654,0.003875969
-77.31717688657955,2.1391625028352985,7.32935E-6,1.061716627,0.003840627
-74.44217688651179,9.530829169676196,4.95555E-9,0.000053145,0.000002602
-78.25051021993488,1.8058291694941087,1.82768E-6,0.164745713,0.000959101
-78.95884355328491,1.005829169475252,6.26956E-5,5.747317917,0.032380349
-70.26717688641338,4.48916250289069,2.97875E-8,0.001646666,0.000015639
-77.80051021992428,-1.844170830591926,9.66843E-5,8.404777253,0.049493945
-73.6338435531594,7.580829169630232,2.47503E-8,0.001261643,0.000012994
-73.43384355315469,-0.8441708305683546,4.66744E-6,0.573909039,0.002447477
-78.45884355327313,-0.8275041639012954,9.58643E-9,0.000188792,0.000005033
-70.85051021976045,4.914162502900708,2.77296E-8,0.001486015,0.000014558
-71.43384355310754,4.847495836232471,2.20343E-8,0.000938164,0.000011568
-70.82551021975986,5.20582916957425,1.20332E-7,0.007987565,0.000063174
-71.21717688643577,4.18916250288362,6.4516E-8,0.004344545,0.000033871
-76.45051021989245,8.247495836312613,5.44479E-5,5.066931942,0.028181287
-73.54217688649057,6.314162502933708,2.86363E-5,3.193317226,0.014922052
-74.60051021984884,0.32249583612581123,7.07526E-6,1.009175081,0.003707732
-76.08384355321715,8.33082916964791,2.05945E-6,0.18938196,0.00108066
-70.11717688640984,-1.1608374972424857,8.44838E-6,1.299727813,0.004425711
-72.65884355313642,5.380829169578376,4.25827E-5,4.304189363,0.022108543
-69.84217688640335,-0.8775041639024739,7.65189E-6,1.124667878,0.004009306
-70.80884355309281,0.8558291694717157,5.79985E-6,0.794590791,0.003040381
-71.97551021978697,-1.919170830593694,5.36935E-6,0.704063737,0.002815025
-68.60051021970742,6.0808291695948755,1.39736E-8,0.000403277,0.000007336
-78.71717688661255,0.8391625028046565,1.47132E-4,11.809357544,0.074338244
-75.19217688652947,-0.002504163881849486,6.96952E-6,0.994440373,0.003652423
-74.7838435531865,6.855829169613142,2.03114E-4,14.354412164,0.101149202
-67.84217688635621,4.055829169547143,1.11529E-7,0.007441532,0.000058553
-71.49217688644225,-0.3941708305577478,7.77242E-6,1.153987603,0.004072327
-68.2838435530333,2.647495836180614,2.01091E-7,0.013492172,0.00010557
-78.52551021994137,2.4058291695082508,7.79474E-6,1.159437308,0.004083997
-76.75051021989952,6.997495836283149,1.18547E-7,0.007856204,0.000062237
-74.37551021984355,8.089162502975547,2.60251E-5,2.966277521,0.013570646
-73.20884355314938,9.78082916968209,1.13559E-6,0.096632164,0.000596025
-76.22551021988716,1.1974958361464356,7.86829E-5,6.985398077,0.040468127
-72.42551021979759,4.8891625029001196,2.92814E-8,0.001605304,0.000015373
-72.68384355313701,4.3974958362218635,5.43207E-8,0.00356975,0.000028519
-72.75051021980524,5.872495836256632,4.17444E-6,0.487637198,0.002189248
-73.82551021983058,6.280829169599589,5.19367E-5,4.891245129,0.026899152
-72.97551021981054,0.030829169452269767,3.64356E-6,0.393325312,0.001911099
-74.80051021985356,5.0141625029030665,5.75828E-7,0.042201907,0.000302273
-74.66717688651708,4.830829169565411,2.75072E-5,3.078649375,0.014337939
-71.50051021977578,6.014162502926637,3.63068E-7,0.024489209,0.000190598
-77.02551021990601,0.9808291694746627,1.19227E-5,1.831167531,0.006240051
-72.65051021980288,3.3141625028629944,2.63559E-8,0.001394132,0.000013837
-71.0588435530987,4.739162502896584,2.28325E-8,0.001054783,0.000011987
-78.60884355327666,-1.0025041639054209,6.43278E-9,0.000095914,0.000003377
-73.95884355316706,-1.085837497240718,1.19773E-6,0.102588111,0.000628628
-71.19217688643518,1.7391625028258701,1.45173E-6,0.131211451,0.000761889
-71.09217688643282,-1.8191708305913368,7.6025E-6,1.115515649,0.003983476
-74.73384355318532,0.9058291694728942,3.8787E-6,0.434029695,0.002034308
-71.88384355311814,-1.8358374972583964,4.43337E-6,0.538844345,0.002324881
-73.3838435531535,-1.494170830583676,1.88348E-6,0.172349711,0.000988366
-76.95884355323777,7.689162502966119,3.65388E-6,0.396244659,0.001916506
-70.39217688641632,6.947495836281971,8.93682E-8,0.006017349,0.000046919
-77.92551021992722,1.8891625028294063,2.29717E-6,0.213006111,0.001205323
-68.06717688636152,3.289162502862406,1.47648E-7,0.00957419,0.000077514
-79.18384355329022,-1.2941708305789619,3.09946E-3,48.64547564,0.803533498
-75.0921768865271,8.514162502985563,1.27981E-7,0.008397429,0.00006719
-75.75051021987595,7.28916250295669,1.17053E-4,9.918577423,0.059604496
-79.6255102199673,0.15582916945521585,1.21434E-4,10.120404772,0.061765052
-75.20051021986299,6.930829169614911,3.67821E-5,3.862585403,0.019125892
-79.3171768866267,-3.2858374972925746,5.11404E-6,0.649031494,0.002681349
-71.16717688643459,-1.4525041639160277,7.00647E-6,1.000729439,0.00367175
-80.23384355331497,-1.5525041639183845,7.01157E-6,1.00283239,0.003674419
-67.6421768863515,2.655829169514144,7.44555E-8,0.004996105,0.00003909
-72.44217688646464,5.989162502926047,8.71279E-6,1.34781418,0.004563905
-76.9088435532366,7.097495836285506,7.8261E-8,0.005247409,0.000041087
-73.18384355314879,8.705829169656749,3.56717E-5,3.771911294,0.018553902
-77.70051021992192,-0.6108374972295216,1.07555E-4,9.321132745,0.0549032
-74.29217688650824,9.897495836351506,1.31514E-8,0.000356819,0.000006905
-74.68384355318415,0.28082916945816283,5.67096E-6,0.765349953,0.002972915
-74.5838435531818,5.772495836254273,1.7252E-7,0.011318252,0.000090571
-71.52551021977636,12.389162503076903,5.26597E-10,0.000000772,0.000000276
-70.91717688642869,4.797495836231293,2.80513E-8,0.001525097,0.000014727
-76.91717688657012,2.7058291695153223,8.18651E-5,7.249314646,0.042069892
-76.2921768865554,-1.5108374972507357,7.91298E-6,1.188519741,0.004145821
-69.30051021972392,4.51416250289128,7.48834E-8,0.005048405,0.000039314
-70.1338435530769,3.5808291695359467,5.83976E-7,0.042782644,0.000306549
-77.46717688658309,-0.37750416389068864,1.68486E-4,12.73225809,0.084658089
-73.75051021982881,5.280829169576019,3.75218E-7,0.02563192,0.000196976
-75.89217688654597,4.89749583623365,1.51336E-5,2.129915088,0.007913891
-76.53384355322775,0.9724958361411327,3.47497E-5,3.676882527,0.01807872
-78.18384355326664,1.6474958361570433,7.74225E-7,0.0609186,0.000406397
-71.18384355310165,-1.1525041639089562,6.64003E-6,0.93048041,0.003480051
-69.93384355307218,1.4224958361517395,5.93179E-6,0.817443221,0.003109436
-72.18384355312521,0.8308291694711265,1.71368E-6,0.154145141,0.000899305
-70.00884355307394,-3.410837497295521,6.2005E-6,0.860620344,0.003250065
-70.17551021974455,5.064162502904245,1.22472E-8,0.000305049,0.00000643
-71.2005102197687,1.380829169484091,1.83936E-6,0.166761884,0.000965224
-79.95051021997496,-1.4858374972501465,4.43641E-6,0.539287986,0.002326474
-72.3171768864617,4.789162502897763,1.83855E-8,0.000665037,0.000009653
-78.70884355327902,1.722495836158811,3.42525E-5,3.642374747,0.017822382
-71.142176886434,5.680829169585446,8.48835E-8,0.005745834,0.000044564
-79.01717688661962,-2.194170830600176,3.78983E-5,3.940853985,0.019700543
-73.47551021982233,9.839162503016798,2.04821E-9,0.000008837,0.000001075
-69.87551021973748,-2.7775041639472593,2.23243E-6,0.207559988,0.001171374
-73.6338435531594,2.78082916951709,1.15283E-6,0.098576368,0.000605069
-79.40884355329553,-2.5858374972760747,1.43329E-4,11.577148312,0.07248835
-79.13384355328904,0.5808291694652334,2.21504E-4,15.293947641,0.109785599
-72.12551021979051,2.6308291695135546,1.75026E-8,0.000618235,0.000009189
-76.69217688656482,4.705829169562464,9.84446E-7,0.081671367,0.000516716
-80.10051021997849,-2.4191708306054793,2.11385E-7,0.014233111,0.000110974
-74.37551021984355,0.9224958361399542,9.92173E-6,1.569798928,0.005195522
-75.43384355320183,2.4641625028429592,3.77838E-5,3.937064158,0.019641623
-74.05884355316941,11.272495836383914,3.62992E-5,3.82237551,0.018877188
-77.45884355324955,6.914162502947851,1.00004E-5,1.579751383,0.005236625
-72.96717688647702,10.230829169692694,3.30927E-6,0.34255792,0.001735911
-74.57551021984825,7.59749583629729,2.57063E-4,16.963374914,0.12625106
-80.06717688664438,0.7224958361352396,2.04824E-4,14.37489454,0.101955516
-73.87551021983175,10.04749583635504,2.83321E-9,0.000016834,0.000001487
-72.16717688645815,1.4058291694846803,4.27525E-7,0.029699102,0.000224432
-74.18384355317237,2.580829169512376,4.47593E-6,0.545524481,0.002347175
-75.78384355321008,3.255829169528286,4.11188E-5,4.145254727,0.021356679
-71.09217688643282,1.6974958361582217,2.52498E-6,0.242370897,0.001324774
-75.01717688652533,3.7974958362077205,1.24692E-8,0.000323592,0.000006546
-74.68384355318415,6.822495836279024,2.90028E-4,18.250105676,0.141242844
-73.65884355315998,-0.4691708305595155,3.38761E-6,0.353601812,0.001776969
-75.38384355320065,7.797495836302006,1.55976E-7,0.01013742,0.000081887
-75.88384355321243,-1.5858374972525038,6.40169E-6,0.898446467,0.003355347
-79.64217688663436,-0.9525041639042415,1.22952E-5,1.872392376,0.006434403
-70.73384355309103,1.130829169478198,3.25643E-6,0.337625514,0.001708218
-74.50051021984649,8.572495836320272,7.0055E-8,0.004729379,0.000036779
-70.37551021974926,1.6641625028241025,2.74232E-6,0.26724513,0.001438723
-76.13384355321833,7.914162502971423,1.24717E-3,33.061301762,0.480444353
-79.33384355329375,-1.085837497240718,1.36549E-5,2.007906694,0.007143387
-73.65884355315998,7.689162502966119,1.65576E-8,0.000544995,0.000008693
-76.36717688655716,2.9641625028547454,1.22514E-5,1.866255504,0.006411511
-72.23384355312639,1.1808291694793764,1.46284E-6,0.131940406,0.000767721
-73.99217688650117,3.6058291695365368,8.92577E-5,7.874060124,0.045780648
-75.25051021986417,4.19749583621715,3.19404E-6,0.331811986,0.001675518
-68.32551021970094,3.780829169540662,2.20502E-7,0.014862209,0.00011576
-73.93384355316647,0.647495836133472,4.36829E-6,0.52650495,0.002290791
-77.31717688657955,5.972495836258989,1.77339E-6,0.160606037,0.000930623
-78.53384355327489,2.4641625028429592,8.78649E-6,1.357442545,0.004602422
-74.87551021985533,5.130829169572482,4.06368E-6,0.46824538,0.002131223
-70.40051021974985,0.9724958361411327,7.73026E-6,1.141580207,0.004050283
-70.22551021974573,2.3724958361741324,1.00801E-6,0.084165094,0.000529081
-73.98384355316765,0.3974958361275789,5.78047E-6,0.789379003,0.003030238
-77.75884355325663,0.5974958361322935,4.7094E-7,0.033079684,0.00024722
-76.742176886566,3.3391625028635845,1.15513E-5,1.797132735,0.006046261
-73.70051021982763,11.0724958363792,5.17015E-4,23.839333761,0.237719727
-72.97551021981054,-2.260837497268414,2.25274E-6,0.208683334,0.001182022
-75.39217688653417,9.947495836352683,4.06515E-8,0.002499896,0.000021342
-79.80884355330495,-1.5608374972519141,4.95467E-6,0.618755877,0.002597897
-68.66717688637566,2.4891625028435485,4.18673E-7,0.028936351,0.000219786
-73.67551021982705,8.305829169647321,2.72657E-8,0.001458451,0.000014315
-69.45884355306099,3.989162502878906,4.38335E-7,0.03039251,0.000230106
-73.25884355315056,7.222495836288451,1.19844E-3,32.815776545,0.466981322
-73.33384355315232,7.947495836305541,1.50108E-5,2.119358649,0.00784993
-76.63384355323011,3.8141625028747805,5.04526E-5,4.804254721,0.026140638
-70.85051021976045,3.272495836195346,1.44084E-6,0.12947693,0.000756178
-70.10051021974277,-3.302504163959634,5.833E-6,0.799826333,0.003057734
-74.65884355318356,0.5641625027981743,7.66724E-6,1.127732935,0.004017329
-68.63384355304154,2.572495836178846,3.31108E-7,0.022481781,0.000173822
-69.6338435530651,5.080829169571303,2.03147E-8,0.000816116,0.000010665
-77.52551021991779,-0.7358374972324677,1.24207E-4,10.291932301,0.063129856
-71.33384355310518,4.747495836230114,5.22273E-8,0.003420793,0.00002742
-68.35884355303506,3.8308291695418406,2.21162E-7,0.015016853,0.000116107
-74.44217688651179,8.114162502976136,5.28455E-6,0.687554921,0.002770625
-78.80884355328138,1.5141625028205672,2.32016E-5,2.77150618,0.012107305
-70.65884355308927,3.2474958361947577,1.31601E-6,0.115691377,0.000690686
-68.45051021970389,1.9891625028317632,5.36747E-7,0.038134532,0.000281761
-74.15884355317178,-0.769170830566587,3.50757E-6,0.374674198,0.001839837
-68.1171768863627,2.79749583618415,1.52897E-7,0.009889961,0.00008027
-80.04217688664379,-3.469170830630229,2.19748E-8,0.000931558,0.000011537
-75.76717688654301,4.297495836219507,5.19871E-5,4.896443842,0.026924938
-78.71717688661255,0.8224958361375965,5.40804E-4,24.319090562,0.247181137
-69.3255102197245,1.839162502828228,2.12004E-6,0.196486915,0.001112432
-73.55884355315763,10.47249583636506,2.16485E-4,15.009302297,0.107436639
-77.68384355325486,-0.8191708305677654,9.95041E-5,8.650628957,0.050900086
-75.21717688653005,9.647495836345612,8.32715E-6,1.274554096,0.00436234
-75.70051021987477,7.205829169621393,5.64258E-4,24.924424224,0.256394325
-70.00884355307394,-0.8608374972354147,1.07584E-5,1.685776339,0.005632412
-70.10884355307631,-1.2358374972442538,8.46647E-6,1.302265964,0.004435166
-70.50884355308574,0.9641625028076026,6.35213E-6,0.887607084,0.003329411
-69.2671768863898,4.8891625029001196,1.94327E-8,0.000738618,0.000010202
-71.3671768864393,-0.2608374972212717,7.38644E-6,1.073497851,0.003870487
-78.08384355326429,-1.844170830591926,1.0592E-4,9.214507519,0.054091689
-75.33384355319947,-0.11083749721773639,6.36691E-6,0.891424401,0.003337149
-69.13384355305332,3.847495836208899,3.47376E-7,0.023430013,0.000182361
-70.40051021974985,-3.3441708306272826,5.70411E-6,0.772748597,0.002990266
-71.7588435531152,-1.0525041639065988,5.638E-6,0.758564452,0.002955662
-71.22551021976929,2.5058291695106085,7.03829E-7,0.052474068,0.000369453
