variable,x,y
BioFinal_4,-26.213292312622073,0.08126280456781387
BioFinal_4,-24.221239367675786,0.08126280456781387
BioFinal_4,-22.229186422729494,0.08126280456781387
BioFinal_4,-20.237133477783203,0.08126280456781387
BioFinal_4,-18.245080532836916,0.08126280456781387
BioFinal_4,-16.253027587890628,0.08126280456781387
BioFinal_4,-14.260974642944337,0.08126280456781387
BioFinal_4,-12.268921697998048,0.08126280456781387
BioFinal_4,-10.27686875305176,0.08126280456781387
BioFinal_4,-8.28481580810547,0.08126280456781387
BioFinal_4,-6.292762863159183,0.08126280456781387
BioFinal_4,-4.300709918212892,0.08126280456781387
BioFinal_4,-2.3086569732666007,0.08126280456781387
BioFinal_4,-0.3166040283203131,0.08126280456781387
BioFinal_4,1.675448916625978,0.08126280456781387
BioFinal_4,3.6675018615722657,0.08126280456781387
BioFinal_4,5.659554806518553,0.08126280456781387
BioFinal_4,7.651607751464844,0.08126280456781387
BioFinal_4,9.643660696411132,0.08126280456781387
BioFinal_4,11.635713641357427,0.08126280456781387
BioFinal_4,13.627766586303707,0.08126280456781387
BioFinal_4,15.619819531250002,0.08126280456781387
BioFinal_4,17.61187247619629,0.08126280456781387
BioFinal_4,19.603925421142577,0.08126280456781387
BioFinal_4,21.595978366088872,0.08126280456781387
BioFinal_4,23.58803131103516,0.08126280456781387
BioFinal_4,25.580084255981447,0.08126280456781387
BioFinal_4,27.572137200927735,0.08126280456781387
BioFinal_4,29.56419014587403,0.08126280456781387
BioFinal_4,31.556243090820317,0.08126280456781387
BioFinal_4,33.548296035766604,0.08126280456781387
BioFinal_4,35.54034898071289,0.08126280456781387
BioFinal_4,37.53240192565918,0.08126280456781387
BioFinal_4,39.52445487060548,0.08126280456781387
BioFinal_4,41.51650781555176,0.08126280456781387
BioFinal_4,43.50856076049804,0.08126280456781387
BioFinal_4,45.50061370544434,0.08126280456781387
BioFinal_4,47.49266665039063,0.08126280456781387
BioFinal_4,49.48471959533693,0.08126280456781387
BioFinal_4,51.47677254028321,0.08126280456781387
BioFinal_4,53.46882548522949,0.08126280456781387
BioFinal_4,55.46087843017578,0.08126280456781387
BioFinal_4,57.45293137512208,0.08217278122901917
BioFinal_4,59.44498432006837,0.08495736122131348
BioFinal_4,61.43703726501465,0.08782539516687393
BioFinal_4,63.42909020996095,0.09077884256839752
BioFinal_4,65.42114315490723,0.09381970018148422
BioFinal_4,67.41319609985352,0.09694994240999222
BioFinal_4,69.40524904479982,0.10017161071300507
BioFinal_4,71.3973019897461,0.10348669439554214
BioFinal_4,73.38935493469239,0.10689724236726761
BioFinal_4,75.38140787963867,0.11040528118610382
BioFinal_4,77.37346082458497,0.11401285976171494
BioFinal_4,79.36551376953126,0.1177220419049263
BioFinal_4,81.35756671447754,0.12153483927249908
BioFinal_4,83.34961965942384,0.12545330822467804
BioFinal_4,85.34167260437013,0.12947949767112732
BioFinal_4,87.33372554931641,0.1336154192686081
BioFinal_4,89.3257784942627,0.13786306977272034
BioFinal_4,91.31783143920899,0.1422244906425476
BioFinal_4,93.30988438415528,0.1467016041278839
BioFinal_4,95.30193732910158,0.15129639208316803
BioFinal_4,97.29399027404786,0.15601074695587158
BioFinal_4,99.28604321899415,0.1608465611934662
BioFinal_4,101.27809616394043,0.16580569744110107
BioFinal_4,103.27014910888674,0.1708899438381195
BioFinal_4,105.26220205383304,0.17610104382038116
BioFinal_4,107.2542549987793,0.18144072592258453
BioFinal_4,109.2463079437256,0.18691058456897736
BioFinal_4,111.23836088867189,0.19251222908496857
BioFinal_4,113.23041383361816,0.19824716448783875
BioFinal_4,115.22246677856448,0.20411676168441772
BioFinal_4,117.21451972351075,0.21012242138385773
BioFinal_4,119.20657266845704,0.21626533567905426
BioFinal_4,121.19862561340334,0.22254666686058044
BioFinal_4,123.1906785583496,0.22896750271320343
BioFinal_4,125.18273150329593,0.23552869260311127
BioFinal_4,127.17478444824219,0.2422311007976532
BioFinal_4,129.16683739318847,0.24907542765140533
BioFinal_4,131.15889033813477,0.2560621500015259
BioFinal_4,133.15094328308106,0.26319169998168945
BioFinal_4,135.14299622802736,0.27046436071395874
BioFinal_4,137.13504917297365,0.2778802812099457
BioFinal_4,139.12710211791995,0.28543922305107117
BioFinal_4,141.11915506286624,0.29314103722572327
BioFinal_4,143.11120800781254,0.30098527669906616
BioFinal_4,145.10326095275883,0.3089713454246521
BioFinal_4,147.09531389770507,0.31709837913513184
BioFinal_4,149.08736684265136,0.32536545395851135
BioFinal_4,151.07941978759766,0.33377113938331604
BioFinal_4,153.07147273254395,0.34231412410736084
BioFinal_4,155.06352567749025,0.3509926199913025
BioFinal_4,157.05557862243654,0.3598047196865082
BioFinal_4,159.04763156738284,0.36874833703041077
BioFinal_4,161.03968451232913,0.3778208792209625
BioFinal_4,163.03173745727543,0.38701972365379333
BioFinal_4,165.02379040222172,0.3963419497013092
BioFinal_4,167.01584334716796,0.4057842791080475
BioFinal_4,169.00789629211425,0.4153432548046112
BioFinal_4,170.99994923706055,0.4250151515007019
BioFinal_4,172.99200218200684,0.4347957968711853
BioFinal_4,174.98405512695314,0.4446808993816376
BioFinal_4,176.97610807189943,0.4546658396720886
BioFinal_4,178.96816101684573,0.4647457003593445
BioFinal_4,180.96021396179202,0.47491535544395447
BioFinal_4,182.95226690673832,0.4851691424846649
BioFinal_4,184.9443198516846,0.4955013394355774
BioFinal_4,186.93637279663085,0.5059059262275696
BioFinal_4,188.92842574157714,0.5163764953613281
BioFinal_4,190.92047868652344,0.5269064903259277
BioFinal_4,192.91253163146973,0.5374890565872192
BioFinal_4,194.90458457641603,0.5481168627738953
BioFinal_4,196.89663752136232,0.5587826371192932
BioFinal_4,198.88869046630862,0.5694786310195923
BioFinal_4,200.8807434112549,0.5801969766616821
BioFinal_4,202.8727963562012,0.5909296274185181
BioFinal_4,204.8648493011475,0.601668119430542
BioFinal_4,206.8569022460938,0.6124040484428406
BioFinal_4,208.84895519104003,0.6231286525726318
BioFinal_4,210.84100813598633,0.6338330507278442
BioFinal_4,212.83306108093262,0.6445083022117615
BioFinal_4,214.82511402587892,0.6551454067230225
BioFinal_4,216.8171669708252,0.6657348871231079
BioFinal_4,218.8092199157715,0.676267683506012
BioFinal_4,220.8012728607178,0.6867343187332153
BioFinal_4,222.7933258056641,0.6971254944801331
BioFinal_4,224.7853787506104,0.7074319124221802
BioFinal_4,226.7774316955567,0.7176441550254822
BioFinal_4,228.76948464050292,0.7277529835700989
BioFinal_4,230.76153758544922,0.7377492189407349
BioFinal_4,232.75359053039557,0.747623860836029
BioFinal_4,234.7456434753418,0.7573679685592651
BioFinal_4,236.73769642028816,0.7669728398323059
BioFinal_4,238.7297493652344,0.7764299511909485
BioFinal_4,240.7218023101807,0.7857309579849243
BioFinal_4,242.713855255127,0.7948679327964783
BioFinal_4,244.70590820007328,0.8038331866264343
BioFinal_4,246.69796114501958,0.8126193881034851
BioFinal_4,248.69001408996587,0.8212194442749023
BioFinal_4,250.6820670349121,0.8296267986297607
BioFinal_4,252.6741199798584,0.8378351926803589
BioFinal_4,254.66617292480475,0.8458389043807983
BioFinal_4,256.65822586975105,0.8536327481269836
BioFinal_4,258.6502788146973,0.8612117171287537
BioFinal_4,260.6423317596436,0.8685717582702637
BioFinal_4,262.6343847045899,0.8757088780403137
BioFinal_4,264.6264376495362,0.8826198577880859
BioFinal_4,266.61849059448247,0.8893021941184998
BioFinal_4,268.61054353942876,0.8957535624504089
BioFinal_4,270.602596484375,0.9019725322723389
BioFinal_4,272.5946494293213,0.9079580307006836
BioFinal_4,274.58670237426765,0.913709819316864
BioFinal_4,276.57875531921394,0.9192279577255249
BioFinal_4,278.5708082641602,0.9245131015777588
BioFinal_4,280.5628612091065,0.9295667409896851
BioFinal_4,282.55491415405277,0.9343904852867126
BioFinal_4,284.54696709899906,0.9389869570732117
BioFinal_4,286.53902004394536,0.9433588981628418
BioFinal_4,288.53107298889165,0.947509765625
BioFinal_4,290.5231259338379,0.9514434337615967
BioFinal_4,292.5151788787842,0.9551641941070557
BioFinal_4,294.50723182373054,0.958676815032959
BioFinal_4,296.49928476867683,0.9619864821434021
BioFinal_4,298.49133771362307,0.9650986194610596
BioFinal_4,300.48339065856936,0.9680191278457642
BioFinal_4,302.4754436035157,0.970754086971283
BioFinal_4,304.46749654846195,0.9733098745346069
BioFinal_4,306.45954949340825,0.9756931662559509
BioFinal_4,308.45160243835454,0.9779106378555298
BioFinal_4,310.4436553833008,0.9799692630767822
BioFinal_4,312.43570832824713,0.9818761348724365
BioFinal_4,314.4277612731934,0.983332633972168
BioFinal_4,316.4198142181397,0.9837081432342529
BioFinal_4,318.41186716308596,0.9835418462753296
BioFinal_4,320.40392010803225,0.9833692312240601
BioFinal_4,322.3959730529786,0.9831900596618652
