X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-78.76666667,0.3,train,0.01124554616832069,82.9070251138001,0.9970685859096297
-78.843108,0.05295,train,0.004620782226024335,57.01900597954217,0.9089615470748124
-79.13557303,-0.959317154,train,0.005563515361833752,62.547331625026345,0.9441676807688307
-78.85736,0.31026,train,0.015534605191041998,100.0,0.9996830296301801
-78.8836813,0.0443573,train,0.0026912587371043734,43.58682994695383,0.7523566768134192
-78.71666667,0.966666667,train,1.514755562653897E-4,11.677883706828721,0.07555310339904131
-78.349896,0.81665,train,4.70263832895696E-4,22.528350860766587,0.2164282365791813
-79.7498,0.35878,train,0.011381575295339898,84.04458995641735,0.9972682669271642
-78.758,0.1289,train,0.004614017182223829,56.5569051921921,0.9086415730895123
-78.74874,0.11354,train,0.003749923133018672,51.35232633452914,0.8569870671121
-78.98333333,0.1,train,0.004676352142860891,57.48662757904982,0.9115478447842728
-79.0559328,0.4547852,train,0.007979281187898979,70.56535911656871,0.9840498883537583
-78.849928,0.160629,train,0.0029396826309793906,46.428074868436305,0.7822931192474774
-79.713113,0.3356967,train,0.014309442776345868,96.97479271709975,0.999401627487317
-79.713249,0.32875919,train,0.013700301758373827,94.14375306139051,0.9991793211170847
-79.733679,0.39641906,train,0.0041291083676833935,55.66801317036774,0.8825187821709787
-79.707657,0.3508373,train,0.012882646638057629,90.17886588748209,0.998745876939445
-79.706552,0.35351446,train,0.012101302860662454,86.41284178355791,0.9981192617413275
-79.703165,0.35109897,train,0.012599145070091392,88.88928796395993,0.9985472347533594
-79.21164,0.52100524,train,0.00806964607374711,72.17650616242902,0.9847801583763474
-79.202235,0.48917181,train,0.010892007541934067,80.68919565390216,0.996478664078316
-79.188274,0.49823791,train,0.013041354910044154,92.77322092758351,0.9988449705942285
-79.66992,0.36833377,train,0.010842094611564925,79.59976464286987,0.9963863196098626
-79.788261,0.40246048,train,0.004052867589467,54.84732662565557,0.8777804303783898
-79.781752,0.4297038,train,0.006139185506943194,65.14392789249311,0.9585787736263259
-79.754614,0.45214043,train,0.0029984108744660243,47.02389734503466,0.7888241110124308
-78.887276,0.16697144,train,0.013999498879159808,95.54368947761463,0.9992972793150346
-78.88864,0.16806556,train,0.011578592698886505,85.20261291101045,0.9975336058536871
-78.888721,0.168599,train,0.012922313448436454,91.46972642730545,0.9987714136499045
-78.877882,0.16544248,train,0.010532522625380649,78.51565328537131,0.9957569605198199
-77.2,2.67,train,3.164467766240634E-5,3.41347975177805,0.016277917928694263
-78.608,1.021,train,9.553318712242299E-4,30.833719366755556,0.39071135100581567
-77.85,1.9,train,1.3511701270300125E-4,10.804129668207464,0.06767671213187565
-76.95,2.5333,train,4.5604526712178524E-5,4.430846085966564,0.023374333526706148
-76.914948,2.519006,train,2.235437718794613E-5,2.667722096337385,0.011526688976207788
-78.994853,0.122652,train,0.008043170434600646,71.36967445023485,0.9845697326909255
-78.065,1.333833,train,5.037162391376478E-4,23.412961983848838,0.2299054872524321
-79.8001,0.4667,train,0.0037532252879998564,51.726759312984704,0.8572317806678347
-78.7685,0.0736,train,8.751409438861155E-4,29.823623973564914,0.36483710321781226
-78.921875,0.098107,train,0.010931001399875568,81.78208941252157,0.9965491620643533
-78.822098,0.080681,train,0.005500529881654216,61.6371136574645,0.9423137399183963
-76.37592,7.185228,train,1.3850159078093084E-4,11.01204419657619,0.06931182242224965
-79.25,0.45,test,2.4278009662731306E-4,16.030172404853165,0.11830834776739896
-78.83333333,0.15,test,0.004357258146297348,56.20765528639551,0.895628849590748
-78.5577393,0.9475276,test,9.173703931811659E-4,30.257627764732394,0.37859685112079977
-79.753239,0.45165175,test,0.005551733908434983,62.089552063953235,0.9438254893436084
-79.24601216,-1.308924596,test,0.0021539070901055567,40.24869959036158,0.6727658938535991
-79.712566,0.3288586,test,0.00908308962675151,75.81997169058234,0.9910020356259547
-79.75,0.366,test,0.010551002537689341,78.58036935695895,0.9957974325087019
-79.24587204,-1.316602006,test,0.00258942715658578,42.852820997548605,0.7389264039349643
-78.787003,0.321968,test,0.0030455907181684955,47.730652486014165,0.793928636933808
-78.782272,0.848474,test,5.027585734394193E-5,4.766914210148589,0.025737530169334555
-79.757435,0.45321729,test,0.0026319921899525447,42.97010629196591,0.7446265792524993
-78.831024,0.102997,test,0.001994257992706272,38.82040884186306,0.6445180252644851
-79.703479,0.35269093,test,0.011921846885348574,85.99743472900633,0.9979358148931713
